own_addr_1,own_addr_2,own_addr_city,own_composed_of,own_addr_country_cd,own_altn_name,own_entity_desc,own_seq,own_entity_cd,own_nalty_country_cd,own_nalty_other_cd,own_nalty_state_cd,own_addr_other_cd,own_name,own_type_cd,own_addr_postal,own_addr_state_cd,own_id,serial_no
Suite C-100,3700 N.W. 91st Street,Gainesville,,,,,1,3,,,FL,,Florida Probe Corporation,10,32606,FL,9975190,77691697
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,9977599,77692656
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,9977600,77692656
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,9977601,77692656
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,9977612,77692663
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,9977613,77692663
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,9977617,77692667
P. O. Box 21215,,Ajman,,AE,,,1,3,AE,,,,Emirates Tobacco Manufacturing,20,,,9977864,77692764
P. O. Box 21215,,Ajman,,AE,,,1,3,AE,,,,Emirates Tobacco Manufacturing,10,,,9977865,77692764
P.O. BOX 21215,,AJMAN,,AE,,,1,3,AE,,,,LAYALINA TOBACCO MANUFACTURING F.Z.C.,11,,,9978233,77692916
P. O. Box 21215,,Ajman,,AE,,,1,3,AE,,,,Emirates Tobacco Manufacturing,10,,,9978234,77692916
3,206 Garden Street,Hoboken,,,,,2,1,GB,,,,"Nisbet, Derek",30,07030,NJ,9978806,77693152
3,206 Garden Street,Hoboken,,,,,1,1,GB,,,,"Gale, Louise",30,07030,NJ,9978807,77693152
3,206 Garden Street,Hoboken,,,,,2,1,GB,,,,"Nisbet, Derek",20,07030,NJ,9978808,77693152
3,206 Garden Street,Hoboken,,,,,1,1,GB,,,,"Gale, Louise",20,07030,NJ,9978809,77693152
3,206 Garden Street,Hoboken,,,,,2,1,GB,,,,"Nisbet, Derek",10,07030,NJ,9978810,77693152
3,206 Garden Street,Hoboken,,,,,1,1,GB,,,,"Gale, Louise",10,07030,NJ,9978811,77693152
4200 James Ray Drive,,Grand Forks,,,,,1,16,,,ND,,"Angry Apple Pie, LLC",10,58203,ND,9979295,77693370
10389 Sandalwood Dr.,,Cedar Hills,,,,,1,1,US,,,,Edwin Scott,20,84062,UT,9981451,77694208
10389 Sandalwood Dr.,,Cedar Hills,,,,,1,1,US,,,,Edwin Scott,10,84062,UT,9981452,77694208
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,9982567,77694684
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,9982568,77694684
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,9984738,77695579
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,9984739,77695579
www.wunderlich.de,,Sinzig - Gewerbepark,,DE,,,1,3,DE,,,,GmbH,10,D-53489,,9988871,77697312
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,9990939,77698134
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,9990940,77698134
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,9990941,77698134
,501 Poyntz Avenue,Manhattan,,,,,1,3,,,KS,,Manhattan Area Chamber of Commerce,30,66502,KS,9991065,77698185
501 Poyntz Avenue,,Manhattan,,,,,1,3,,,KS,,Manhattan Area Chamber of Commerce,20,66502,KS,9991066,77698185
501 Poyntz Avenue,,Manhattan,,,,,1,3,,,KS,,Manhattan Area Chamber of Commerce,10,66502,KS,9991067,77698185
69-41 261St Street,,FLORAL PARK,,,,,1,1,US,,,,LARRY MARSHAK,10,11604,NY,9992258,77698692
,20155 Ellipse,Foothill Ranch,,,,,1,3,,,CA,,"Starbuzz Tobacco, Inc.",30,92610,CA,9992384,77698743
2116 W. Lincoln Avenue,,Anaheim,,,,,1,3,,,CA,,"Starbuzz Tobacco, Inc.",10,92801,CA,9992385,77698743
1000 EAST HANES MILL ROAD,,WINSTON-SALEM,,,,,1,16,,,DE,,MAIDENFORM LLC,31,27105,NC,9993541,77699210
"485 Route 1 South, Building F",Third Floor - Legal Department,Iselin,,,,,1,3,,,NY,,"Maidenform, Inc.",30,08830,NJ,9993542,77699210
"485 Route 1 South, Building F",Third Floor - Legal Department,Iselin,,,,,1,3,,,NY,,"Maidenform, Inc.",20,08830,NJ,9993543,77699210
"485 Route 1 South, Building F",Third Floor - Legal Department,Iselin,,,,,1,3,,,NY,,"Maidenform, Inc.",10,08830,NJ,9993544,77699210
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,9998416,77701220
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,9998417,77701220
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,9998418,77701220
8140 WARD PARKWAY,,KANSAS CITY,,,,,1,3,,,DE,,"APPLEBEE'S INTERNATIONAL, INC.",31,64114,MO,10000745,77702181
8140 Ward Parkway,,Kansas City,,,,,1,16,,,DE,,APPLEBEE'S IP LLC,30,64114,MO,10000746,77702181
11201 RENNER BLVD.,,LENEXA,,,,,1,16,,,DE,,APPLEBEE'S IP LLC,20,66219,KS,10000747,77702181
11201 RENNER BLVD.,,LENEXA,,,,,1,16,,,DE,,APPLEBEE'S IP LLC,10,66219,KS,10000748,77702181
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10006097,77704344
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10006098,77704344
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10008051,77705150
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10008052,77705150
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10008067,77705160
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10008068,77705160
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10008115,77705183
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10008116,77705183
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010654,77706256
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010655,77706256
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",30,91521,CA,10010713,77706282
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010714,77706282
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010715,77706282
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",30,91521,CA,10010717,77706284
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010718,77706284
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010719,77706284
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010729,77706289
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010730,77706289
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010742,77706296
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010743,77706296
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010755,77706301
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010756,77706301
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010762,77706304
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010763,77706304
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010775,77706311
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010776,77706311
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010785,77706315
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010786,77706315
,"129, Samsung-ro, Yeongtong-gu","Suwon-Si, Gyeonggi-Do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,10010787,77706316
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10010788,77706316
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10010789,77706316
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010799,77706320
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010800,77706320
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010806,77706325
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010807,77706325
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010822,77706333
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010823,77706333
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",30,91521,CA,10010836,77706339
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10010837,77706339
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10010838,77706339
,50 North Avenue NW,MASSILLON,,,,,1,3,,,DE,,"TESLA NANOCOATINGS, INC.",31,44647,OH,10011087,77706438
1311 20th Street SW,,Massillon,,,,,1,16,,,OH,,Tesla NanoCoatings Limited,30,44647,OH,10011088,77706438
1311 20th Street SW,,Massillon,,,,,1,16,,,OH,,Tesla NanoCoatings Limited,20,44647,OH,10011089,77706438
1311 20th Street SW,,Massillon,,,,,1,16,,,OH,,Tesla NanoCoatings Limited,10,44647,OH,10011090,77706438
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10016783,77708818
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10016784,77708818
P.O. Box 880088,,Boca Raton,,,,,1,16,,,DE,,Detail Devils LLC,30,33488,FL,10017612,77709157
Suite 18N,330 East 38th Street,New York,,,,,1,16,,,DE,,Detail Devils LLC,20,10016,NY,10017613,77709157
Suite 18N,330 East 38th Street,New York,,,,,1,16,,,DE,,Detail Devils LLC,10,10016,NY,10017614,77709157
1791 Bay Street,,Los Angeles,,,,,1,3,,,CA,,COAST PRODUCE COMPANY,30,90021,CA,10019917,77710111
1791 Bay Street,,Los Angeles,,,,,1,3,,,CA,,COAST PRODUCE COMPANY,20,90021,CA,10019918,77710111
1791 Bay Street,,Los Angeles,,,,,1,3,,,CA,,COAST PRODUCE COMPANY,10,90021,CA,10019919,77710111
,1200 N. Kirk Road,Batavia,,,,,1,3,,,IL,,Aldi Inc.,30,60510,IL,10025866,77712571
1200 N. Kirk Road,,Batavia,,,,,1,3,,,IL,,Aldi Inc.,20,60510,IL,10025867,77712571
1200 N. Kirk Road,,Batavia,,,,,1,3,,,IL,,Aldi Inc.,10,60510,IL,10025868,77712571
200 NORTH 1ST STREET,,MINNEAPOLIS,,,,,1,16,,,MN,,"ASKOV HOLDINGS, LLC",32,55401,MN,10027504,77713245
204 N. FIRST STREET,,MINNEAPOLIS,,,,,1,16,,,MN,,"NORTH FIRST HOLDINGS, LLC",31,55401,MN,10027505,77713245
"750 South 2nd Street, #801",,Minneapolis,,,,,1,16,,,MN,,"The Daft Group, LLC",30,55401,MN,10027506,77713245
"750 South 2nd Street, #801",,Minneapolis,,,,,1,16,,,MN,,"The Daft Group, LLC",20,55401,MN,10027507,77713245
"800 High Street, #120",,Palo Alto,,,,,1,16,,,MN,,"The Daft Group, LLC",10,94301,CA,10027508,77713245
11650 Olio Road,Suite 1000,Fishers,,,,,1,16,,,DE,,"Freeze Dried Partners, LLC",30,46037,IN,10029695,77714141
11650 Olio Road,Suite 1000,Fishers,,,,,1,16,,,DE,,"Freeze Dried Partners, LLC",20,46037,IN,10029696,77714141
11650 Olio Road,Suite 1000,Fishers,,,,,1,16,,,DE,,"Freeze Dried Partners, LLC",10,46037,IN,10029697,77714141
,"1050 Techwood Drive, N.W.",Atlanta,,,,,1,3,,,DE,,"THE CARTOON NETWORK, INC.",30,30318,GA,10029881,77714201
"C/O TURNER BROADCASTING SYSTEM, INC.","ONE CNN CENTER, 10N",ATLANTA,,,,,1,3,,,DE,,"THE CARTOON NETWORK, INC.",20,30303,GA,10029882,77714201
"C/O TURNER BROADCASTING SYSTEM, INC.",ONE CNN CENTER,ATLANTA,,,,,1,3,,,DE,,"THE CARTOON NETWORK, INC.",10,30303,GA,10029883,77714201
"C/O TURNER BROADCASTING SYSTEM, INC.",ONE CNN CENTER,ATLANTA,,,,,1,3,,,DE,,"THE CARTOON NETWORK, INC.",20,30303,GA,10029887,77714203
"C/O TURNER BROADCASTING SYSTEM, INC.",ONE CNN CENTER,ATLANTA,,,,,1,3,,,DE,,"THE CARTOON NETWORK, INC.",10,30303,GA,10029888,77714203
11650 Olio Road,Suite 1000,Fishers,,,,,1,16,,,DE,,"Freeze Dried Partners, LLC",30,46037,IN,10029919,77714215
11650 Olio Road,Suite 1000,Fishers,,,,,1,16,,,DE,,"Freeze Dried Partners, LLC",20,46037,IN,10029920,77714215
11650 Olio Road,Suite 1000,Fishers,,,,,1,16,,,DE,,"Freeze Dried Partners, LLC",10,46037,IN,10029921,77714215
"C/O TURNER BROADCASTING SYSTEM, INC.",ONE CNN CENTER,ATLANTA,,,,,1,3,,,DE,,"THE CARTOON NETWORK, INC.",20,30303,GA,10030268,77714346
"C/O TURNER BROADCASTING SYSTEM, INC.",ONE CNN CENTER,ATLANTA,,,,,1,3,,,DE,,"THE CARTOON NETWORK, INC.",10,30303,GA,10030269,77714346
"C/O TURNER BROADCASTING SYSTEM, INC.","ONE CNN CENTER, 10N",ATLANTA,,,,,1,3,,,DE,,"THE CARTOON NETWORK, INC.",20,30303,GA,10030491,77714439
"C/O TURNER BROADCASTING SYSTEM, INC.",ONE CNN CENTER,ATLANTA,,,,,1,3,,,DE,,"THE CARTOON NETWORK, INC.",10,30303,GA,10030492,77714439
IP Department - Trademark Group,500 South Buena Vista Street,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",30,91521,CA,10031421,77714795
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10031422,77714795
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10031423,77714795
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",30,91521,CA,10031429,77714798
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10031430,77714798
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10031431,77714798
,"129, Samsung-ro, Yeongtong-gu","Suwon-Si, Gyeonggi-Do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,10032777,77715350
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10032778,77715350
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10032779,77715350
,"129, Samsung-ro, Yeongtong-gu","Suwon-Si, Gyeonggi-Do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,10032793,77715356
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10032794,77715356
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10032795,77715356
,"129, Samsung-ro, Yeongtong-gu","Suwon-Si, Gyeonggi-Do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,10032801,77715359
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,10032802,77715359
"416, Maetan-dong, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,10032803,77715359
PO BOX 3334,,Soldotna,,,,,1,16,,,AK,,"High Mark Distillery, Inc.",20,99669,AK,10032815,77715366
PO BOX 483,,Palmer,,,,,1,16,,,AK,,"High Mark Distillery, LLC.",10,99645,AK,10032816,77715366
1772 ROUTE 209,,"FRANKLIN CENTRE, QUÉBEC",,CA,,,1,3,CA,,,,VERGERS LEAHY INC./LEAHY ORCHARDS INC.,31,J0S 1E0,,10033231,77715528
P.O. Box 85,,Churubusco,,,,,1,3,,,NY,,"AppleBoost Products, Inc.",30,12923,NY,10033232,77715528
P.O. Box 85,,Churubusco,,,,,1,3,,,NY,,"AppleBoost Products, Inc.",20,12923,NY,10033233,77715528
P.O. Box 85,,Churubusco,,,,,1,3,,,NY,,"AppleBoost Products, Inc.",10,12923,NY,10033234,77715528
821 Mason Lane,,Lake in the Hills,,,,,1,16,,,IL,,"Crab Apple Kids, LLC",30,601564458,IL,10034699,77716130
821 Mason Lane,,Lake in the Hills,,,,,1,16,,,IL,,"Crab Apple Kids, LLC",20,601564458,IL,10034700,77716130
821 Mason Lane,,Lake in the Hills,,,,,1,16,,,IL,,"Crab Apple Kids, LLC",10,601564458,IL,10034701,77716130
291 Midland Ave.,,East Orange,,,AKA Troy CLE,,1,1,US,,,,"Tompkins, Troy A",20,07017,NJ,10036360,77716807
291 Midland Ave.,,East Orange,,,AKA Troy CLE,,1,1,US,,,,"Tompkins, Troy A",10,07017,NJ,10036361,77716807
po box 16113,,plantation,,,DBA Green Apples Academy,,1,3,,,FL,,learning basics group,10,33318,FL,10038269,77717639
M1-1518,333 CONTINENTAL BOULEVARD,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",10,902455012,CA,10041154,77718837
M1-1518,333 CONTINENTAL BLVD.,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",30,90245,CA,10043729,77719921
M1-1518,333 CONTINENTAL BLVD.,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",20,90245,CA,10043730,77719921
M1-1518,333 CONTINENTAL BLVD.,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",10,90245,CA,10043731,77719921
268 Doremus Avenue,,Newark,,,,,1,16,,,NJ,,Top Brass Distilleries LLC,10,07105,NJ,10046075,77720926
268 Doremus Avenue,,Newark,,,,,1,16,,,NJ,,Top Brass Distilleries LLC,20,07105,NJ,10046181,77720974
268 Doremus Avenue,,Newark,,,,,1,16,,,NJ,,Top Brass Distilleries LLC,10,07105,NJ,10046182,77720974
Local 402,Paseo de Laureles #458,Bosques de las Lomas,,MX,,,1,1,MX,,,,"Rodriguez Gonzalez, Maria de las Mercedes",30,,,10048629,77721969
Local 402,Paseo de Laureles #458,Bosques de las Lomas,,MX,,,1,1,MX,,,,"Rodriguez Gonzalez, Maria de las Mercedes",20,,,10048630,77721969
Local 402,Paseo de Laureles #458,Bosques de las Lomas,,MX,,,1,1,MX,,,,"Rodriguez Gonzalez, Maria de las Mercedes",10,,,10048631,77721969
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10049148,77722176
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10049149,77722176
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10049356,77722264
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10049357,77722264
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10049359,77722266
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10049360,77722266
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10051963,77723372
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10051964,77723372
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10051965,77723373
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10051966,77723373
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10051977,77723377
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10051978,77723377
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10051993,77723381
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10051994,77723381
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10052001,77723384
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10052002,77723384
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10052011,77723389
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10052012,77723389
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10052021,77723394
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10052022,77723394
Adi-Dassler-Strasse 1,,Herzogenaurach,,DE,,,1,9,DE,,,,adidas AG,30,91074,,10053562,77724029
Adi-Dassler-Strasse 1,,Herzogenaurach,,DE,,,1,9,DE,,,,adidas AG,20,91074,,10053563,77724029
Adi-Dassler-Strasse 1,,Herzogenaurach,,DE,,,1,9,DE,,,,adidas AG,10,91074,,10053564,77724029
,P.O. Box 248,Selah,,,,,1,3,,,WA,,"Tree Top, Inc.",30,989420248,WA,10056917,77725383
P.O. Box 248,,Selah,,,,,1,3,,,WA,,"Tree Top, Inc.",20,98942,WA,10056918,77725383
P.O. Box 248,,Selah,,,,,1,3,,,WA,,"Tree Top, Inc.",10,98942,WA,10056919,77725383
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",30,91521,CA,10057365,77725569
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",20,91521,CA,10057366,77725569
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Disney Enterprises, Inc.",10,91521,CA,10057367,77725569
845 ALLENS AVENUE,,CRANSTON,,,,,1,3,,,RI,,BANANAGRAMS INC.,33,02905,RI,10060610,77726889
845 ALLENS AVENUE,,CRANSTON,,,,,1,3,,,RI,,BANANAGRAMS INC.,32,02905,RI,10060611,77726889
845 ALLENS AVENUE,,CRANSTON,,,,,1,3,,,RI,,BANANAGRAMS INC.,31,02905,RI,10060612,77726889
151 Arnold Ave.,,Cranston,,,,,1,1,US,,,,"Nathanson, Abraham",30,02905,RI,10060613,77726889
151 Arnold Ave.,,Cranston,,,,,1,1,US,,,,"Nathanson, Abraham",20,02905,RI,10060614,77726889
151 Arnold Ave.,,Cranston,,,,,1,1,US,,,,"Nathanson, Abraham",10,02905,RI,10060615,77726889
845 ALLENS AVENUE,,CRANSTON,,,,,1,3,,,RI,,BANANAGRAMS INC.,33,02905,RI,10060637,77726900
845 ALLENS AVENUE,,CRANSTON,,,,,1,3,,,RI,,BANANAGRAMS INC.,32,02905,RI,10060638,77726900
845 ALLENS AVENUE,,CRANSTON,,,,,1,3,,,RI,,BANANAGRAMS INC.,31,02905,RI,10060639,77726900
151 Arnold Ave.,,Cranston,,,,,1,1,US,,,,"Nathanson, Abraham",30,02905,RI,10060640,77726900
151 Arnold Ave.,,Cranston,,,,,1,1,US,,,,"Nathanson, Abraham",20,02905,RI,10060641,77726900
151 Arnold Ave.,,Cranston,,,,,1,1,US,,,,"Nathanson, Abraham",10,02905,RI,10060642,77726900
3-A Col. Juarez,Av. paseo De La Reforma #122,D.F.,,MX,,,1,3,MX,,,,"Genomma Lab Internacional, S.A.B. de C.V.",20,06600,,10061181,77727107
3-A Col. Juarez,Av. paseo De La Reforma #122,D.F.,,MX,,,1,3,MX,,,,"Genomma Lab Internacional, S.A.B. de C.V.",10,06600,,10061182,77727107
